Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
1423.619,Bacillus subtilis strain WB800N,,1423,Complete,WB800N,,,,MLST.Bacillus_subtilis.1,,,,2018-10-03T00:00:00Z,,PRJNA490410,SAMN10036094,GCA_003610955.1,,CP032310,,Korea Research Institute of Bioscience and Biotechnology (KRIBB),,PacBio RSII,81.3x,HGAP v. RS_HGAP_Assembly.3,1,,1,4214174,43.503258,4501,4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This strain, a derivative of Bacillus subtilis subsp. subtilis 168, is deficient in eight extracelluar proteases and used as a host for expression of heterologous proteins.",sample_type:cell culture,99.7,98.9,,,,Good,2018-11-28T19:52:17.223Z,2018-11-28T19:52:17.223Z
1423.620,Bacillus subtilis strain MZK05,,1423,Complete,MZK05,,,,,,,,2018-10-04T00:00:00Z,,PRJNA490339,SAMN10033204,GCA_003612735.1,,CP032315,,University of Dhaka,,Illumina MiSeq,96.96x,SPAdes v. 3.11,1,,1,4145727,43.46174,4422,4250,,soil,,12/15/1997,Bangladesh,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,"Bacillus subtilis is an industrially important bacteria that are used for the large-scale production of enzymes and peptide antibiotic. B. subtilis MZK05 is an efficient producer of serine alkaline protease, keratinase, ??-amylase and bacteriocins",sample_type:Genomic DNA,99.8,99,,,,Good,2018-11-28T20:15:07.650Z,2018-11-28T20:15:07.650Z
1423.733,Bacillus subtilis strain SRCM103862,,1423,Complete,SRCM103862,,,,,,,,2019-01-22T00:00:00Z,,PRJNA515102,SAMN10742270,GCA_004101345.1,,CP035161,,Chunlab,,PacBio RSII; Illumina MiSeq,256.82x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4133206,43.78158,4353,4200,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103862,sample_type:cell culture,99.7,98.9,,,,Good,2019-07-16T11:28:16.949Z,2019-07-16T11:28:16.949Z
1423.734,Bacillus subtilis strain SRCM103886,,1423,Complete,SRCM103886,,,,,,,,2019-01-22T00:00:00Z,,PRJNA515109,SAMN10742278,GCA_004101365.1,,CP035162,,Chunlab,,PacBio RSII; Illumina MiSeq,224.76x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4206125,43.301517,4664,4379,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,genome sequence of Bacillus subtilis SRCM103886,sample_type:cell culture,99.6,98.7,,,,Good,2019-07-16T11:25:19.030Z,2019-07-16T11:25:19.030Z
1423.735,Bacillus subtilis strain SRCM103923,,1423,Complete,SRCM103923,,,,MLST.Bacillus_subtilis.145,,,,2019-01-22T00:00:00Z,,PRJNA515110,SAMN10742280,GCA_004101405.1,,CP035163,,Chunlab,,PacBio RSII; Illumina MiSeq,207.87x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4113808,43.78403,4328,4155,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103923,sample_type:cell culture,99.8,98.7,,,,Good,2019-07-16T11:25:11.809Z,2019-07-16T11:25:11.809Z
1423.736,Bacillus subtilis strain SRCM104005,,1423,Complete,SRCM104005,,,,,,,,2019-01-22T00:00:00Z,,PRJNA515113,SAMN10742282,GCA_004101425.1,,CP035164,,Chunlab,,PacBio RSII; Illumina MiSeq,213.76x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4136114,43.782642,4368,4204,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM104005,sample_type:cell culture,99.7,98.2,,,,Good,2019-07-16T11:27:04.666Z,2019-07-16T11:27:04.666Z
1423.737,Bacillus subtilis strain SRCM103881,,1423,Complete,SRCM103881,,,,MLST.Bacillus_subtilis.145,,,,2019-01-22T00:00:00Z,,PRJNA515115,SAMN10742284,GCA_004101445.1,,CP035165,,Chunlab,,PacBio RSII; Illumina MiSeq,252.55x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4147136,43.594833,4339,4197,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103881,sample_type:cell culture,99.8,99,,,,Good,2019-07-16T11:31:31.598Z,2019-07-16T11:31:31.598Z
1423.738,Bacillus subtilis strain SRCM103971,,1423,Complete,SRCM103971,,,,,,,,2019-01-22T00:00:00Z,,PRJNA515116,SAMN10742484,GCA_004101465.1,,CP035166,,Chunlab,,PacBio RSII; Illumina MiSeq,98.97x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4111350,43.811134,4327,4185,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103971,sample_type:cell culture,99.7,99,,,,Good,2019-07-16T11:32:16.127Z,2019-07-16T11:32:16.127Z
1423.739,Bacillus subtilis strain SRCM104008,,1423,Complete,SRCM104008,,,,,,,,2019-01-22T00:00:00Z,,PRJNA515120,SAMN10743274,GCA_004101485.1,,CP035167,,Chunlab,,PacBio RSII; Illumina MiSeq,245.32x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4058528,43.81798,4214,4082,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM104008,sample_type:cell culture,99.7,99,,,,Good,2019-07-16T11:28:13.762Z,2019-07-16T11:28:13.762Z
1423.740,Bacillus subtilis strain SRCM104011,,1423,Complete,SRCM104011,,,,,,,,2019-01-22T00:00:00Z,,PRJNA515144,SAMN10743314,GCA_004101565.1,,"CP035191,CP035192",,Chunlab,,PacBio RSII; Illumina MiSeq,236.98x,HGAP v. 2.3.0; PILON v. 1.22,1,1,2,4105116,43.785168,4288,4144,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM104011,sample_type:cell culture,99.7,98.1,,,,Good,2019-07-16T11:28:14.814Z,2019-07-16T11:28:14.814Z
1423.741,Bacillus subtilis strain ATCC 11774,,1423,Complete,ATCC 11774,,,,,,ATCC:11774,,2019-01-22T00:00:00Z,,PRJNA397501,SAMN07460133,GCA_004101945.1,,CP026010,,Kyungpook National University,,PacBio,150,SMRT analysis 2.3 v. HGAP protocol 2,1,,1,4110138,43.512894,4530,4251,,soil,,1997,,France,,,,,,,,,,,,,,,,,,,,,,,,,The whole genome sequencing and assembly of Bacillus subtilis ATCC 11774,sample_type:single cell,99.7,98.9,,,,Good,2019-07-16T11:28:39.171Z,2019-07-16T11:28:39.171Z
1423.742,Bacillus subtilis strain SRCM103517,,1423,Complete,SRCM103517,,,,MLST.Bacillus_subtilis.3,,,,2019-01-23T00:00:00Z,,PRJNA515340,SAMN10754103,GCA_004103535.1,,"CP035226,CP035227",,ChunLab,,PacBio RSII; Illumina MiSeq,185.64x,HGAP v. 2.3.0; PILON v. 1.22,1,1,2,4215632,43.569386,4481,4300,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103517,sample_type:cell culture,99.7,98.2,,,,Good,2019-07-16T11:34:35.162Z,2019-07-16T11:34:35.162Z
1423.743,Bacillus subtilis strain SRCM103551,,1423,Complete,SRCM103551,,,,,,,,2019-01-23T00:00:00Z,,PRJNA515367,SAMN10754253,GCA_004103555.1,,CP035230,,ChunLab,,PacBio RSII; Illumina MiSeq,222.31x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4051556,43.722385,4325,4174,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103551,sample_type:cell culture,99.6,98.9,,,,Good,2019-07-16T11:29:32.740Z,2019-07-16T11:29:32.740Z
1423.744,Bacillus subtilis strain SRCM103571,,1423,Complete,SRCM103571,,,,,,,,2019-01-23T00:00:00Z,,PRJNA515369,SAMN10754256,GCA_004103595.1,,CP035231,,ChunLab,,PacBio RSII; Illumina MiSeq,210.19x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4133685,43.81449,4364,4208,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103571,sample_type:cell culture,99.6,98.7,,,,Good,2019-07-16T11:29:55.122Z,2019-07-16T11:29:55.122Z
1423.747,Bacillus subtilis strain SRCM103689,,1423,Complete,SRCM103689,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516532,SAMN10790858,GCA_004119535.1,,"CP035391,CP035392",,Chunlab,,PacBio RSII; Illumina MiSeq,189.33x,HGAP v. 2.3.0; PILON v. 1.22,1,1,2,4123786,43.95844,4341,4177,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103689,sample_type:cell culture,99.7,98.9,,,,Good,2019-07-16T11:35:51.102Z,2019-07-16T11:35:51.102Z
1423.748,Bacillus subtilis strain SRCM103641,,1423,Complete,SRCM103641,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516530,SAMN10790856,GCA_004119555.1,,CP035390,,Chunlab,,PacBio RSII; Illumina MiSeq,115.95x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4110403,43.711018,4501,4288,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103641,sample_type:cell culture,99.7,98.9,,,,Good,2019-07-16T11:31:38.853Z,2019-07-16T11:31:38.853Z
1423.749,Bacillus subtilis strain SRCM103696,,1423,Complete,SRCM103696,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516534,SAMN10790860,GCA_004119595.1,,CP035394,,Chunlab,,PacBio RSII; Illumina MiSeq,224.59x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4035212,43.846767,4214,4092,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103696,sample_type:cell culture,99.7,99,,,,Good,2019-07-16T11:32:38.591Z,2019-07-16T11:32:38.591Z
1423.750,Bacillus subtilis strain SRCM103576,,1423,Complete,SRCM103576,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516537,SAMN10790877,GCA_004119615.1,,CP035402,,Chunlab,,PacBio RSII; Illumina MiSeq,222.0x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4012178,43.495277,4450,4197,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103576,sample_type:cell culture,99.6,98.8,,,,Good,2019-07-16T11:32:41.815Z,2019-07-16T11:32:41.815Z
1423.751,Bacillus subtilis strain SRCM103697,,1423,Complete,SRCM103697,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516536,SAMN10790878,GCA_004119635.1,,"CP035395,CP035396",,Chunlab,,PacBio RSII; Illumina MiSeq,215.24x,HGAP v. 2.3.0; PILON v. 1.22,1,1,2,4157489,43.313282,4635,4334,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103697,sample_type:cell culture,99.6,98.7,,,,Good,2019-07-16T11:37:56.205Z,2019-07-16T11:37:56.205Z
1423.752,Bacillus subtilis strain SRCM103581,,1423,Complete,SRCM103581,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516541,SAMN10790882,GCA_004119655.1,,CP035403,,Chunlab,,PacBio RSII; Illumina MiSeq,105.95x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4126329,43.513447,4564,4272,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103581,sample_type:cell culture,99.7,98.8,,,,Good,2019-07-16T11:33:19.343Z,2019-07-16T11:33:19.343Z
1423.753,Bacillus subtilis strain SRCM103773,,1423,Complete,SRCM103773,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516539,SAMN10790879,GCA_004119675.1,,"CP035397,CP035398",,Chunlab,,PacBio RSII; Illumina MiSeq,180.18x,HGAP v. 2.3.0; PILON v. 1.22,1,1,2,4137450,43.442726,4527,4333,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103773,sample_type:cell culture,99.6,98.5,,,,Good,2019-07-16T11:34:12.871Z,2019-07-16T11:34:12.871Z
1423.754,Bacillus subtilis strain SRCM103837,,1423,Complete,SRCM103837,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516543,SAMN10790884,GCA_004119695.1,,CP035401,,Chunlab,,PacBio RSII; Illumina MiSeq,212.44x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4143637,43.761242,4378,4204,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103837,sample_type:cell culture,99.8,99,,,,Good,2019-07-16T11:34:36.343Z,2019-07-16T11:34:36.343Z
1423.755,Bacillus subtilis strain SRCM103835,,1423,Complete,SRCM103835,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516542,SAMN10790883,GCA_004119715.1,,CP035400,,Chunlab,,PacBio RSII; Illumina MiSeq,168.22x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4143632,43.761124,4377,4204,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103835,sample_type:cell culture,99.8,99,,,,Good,2019-07-16T11:41:04.409Z,2019-07-16T11:41:04.409Z
1423.756,Bacillus subtilis strain SRCM103612,,1423,Complete,SRCM103612,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516720,SAMN10796306,GCA_004119775.1,,"CP035406,CP035407,CP035408,CP035409",,Chunlab,,PacBio RSII; Illumina MiSeq,167.38x,HGAP v. 2.3.0; pilon v. 1.22,1,3,4,4343160,43.258896,4904,4579,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103612,sample_type:cell culture,99.7,97.8,,,,Good,2019-07-16T11:36:56.596Z,2019-07-16T11:36:56.596Z
1423.757,Bacillus subtilis strain SRCM103629,,1423,Complete,SRCM103629,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516729,SAMN10797245,GCA_004119815.1,,CP035413,,Chunlab,,PacBio RSII; Illumina MiSeq,167.11x,HGAP v. 2.3.0; pilon v. 1.22,1,,1,4129860,43.80313,4331,4185,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103629,sample_type:cell culture,99.8,99.1,,,,Good,2019-07-16T11:41:34.450Z,2019-07-16T11:41:34.450Z
1423.758,Bacillus subtilis strain SRCM103622,,1423,Complete,SRCM103622,,,,MLST.Bacillus_subtilis.72,,,,2019-01-30T00:00:00Z,,PRJNA516722,SAMN10796308,GCA_004119835.1,,"CP035411,CP035412",,Chunlab,,PacBio RSII; Illumina MiSeq,175.24x,HGAP v. 2.3.0; pilon v. 1.22,1,1,2,4210895,43.554943,4426,4265,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus subtilis SRCM103622,sample_type:cell culture,99.6,98.7,,,,Good,2019-07-16T11:37:47.980Z,2019-07-16T11:37:47.980Z
1423.759,Bacillus subtilis strain SRCM103637,,1423,Complete,SRCM103637,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516730,SAMN10797246,GCA_004119875.1,,CP035414,,Chunlab,,PacBio RSII; Illumina MiSeq,219.45x,HGAP v. 2.3.0; pilon v. 1.22,1,,1,4027238,43.73419,4372,4181,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Lactobacillus fermentum SRCM103285,sample_type:cell culture,99.8,98.8,,,,Good,2019-07-16T11:38:18.649Z,2019-07-16T11:38:18.649Z
1423.762,Bacillus subtilis strain HDZK-BYSB7,,1423,Complete,HDZK-BYSB7,,,,,,,,2019-03-06T00:00:00Z,,PRJNA432651,SAMN08456585,GCA_004328845.1,,CP026608,,Heilongjiang University,,PacBio,100.0x,FALCON v. 4.0,1,,1,5294779,35.42722,5678,5544,,bark of cypress,,2016,,USA,,,,,,,,,,,,,,,,,,,,,,,,,Analysis of the complete sequence of Bacillus subtilis,sample_type:cell culture,99.9,98.7,,,,Good,2019-07-16T11:41:11.486Z,2019-07-16T11:41:11.486Z
1423.767,Bacillus subtilis strain NRS 231,,1423,Complete,NRS 231,,,,MLST.Bacillus_subtilis.7,,ATCC:6633,,2019-05-06T00:00:00Z,30718479,PRJNA477598,SAMN09475310,GCA_005153965.1,,"CP039755,CP039756",,Weill Cornell Medicine,,PacBio RSII,376x,HGAP v. 2,1,1,2,4090959,43.963627,4317,4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N6-methyladenosine (m6A) is among the most common bacterial base modifications. Detection at single base resolution is possible using single-molecule sequencing with PacBio and more recently, nanopore sequencing. However, accuracy is variable and hasn't been well characterized across platforms. Here, we compare sites detected using PacBio data and SMRT Tools to those detected using nanopore data across eight species in a microbial reference community. We also use Illumina data from individual strains and the full community to generate and help validate assemblies for the reference community. With m6A sites validated using PacBio, we train and test a new neural network-based method to detect m6A from nanopore data and show it can improve detection depending on sequence context.","sample_type:whole organism;biomaterial_provider:Zymo Research (https://www.zymoresearch.com/zymobiomics-community-standard);collected_by:Smith, N. R. (USDA, Beltsville, MD) <- Kellerman, K.",99.7,98.6,,,,Good,2019-07-16T11:48:58.204Z,2019-07-16T11:48:58.204Z
1423.768,Bacillus subtilis strain MBI 600,,1423,Complete,MBI 600,,,,MLST.Bacillus_subtilis.1,,,,2019-05-06T00:00:00Z,,PRJNA448687,SAMN08863465,GCA_005160425.1,,CP033205,,"Aristotle University of Thessaloniki, Greece",,PacBio,240.0x,Canu v. jan-18,1,,1,4076736,43.842598,4271,4138,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,"A new biocontrol agent, is a plant growth promoting rhizobacteria (PGPR) belongs to Bacillus subtilis family, the goal of the study is to identify the genes of the new strain B.subtilis MBI 600 that involved in plant protection.",sample_type:cell culture,99.7,98.8,,,,Good,2019-07-16T11:42:58.430Z,2019-07-16T11:42:58.430Z
1423.770,Bacillus subtilis strain H19,,1423,Complete,H19,,,,,,,,2019-05-08T00:00:00Z,,PRJNA540007,SAMN11519450,GCA_005234095.1,,CP039935,,Shanghai Ocean University,,PacBio,368.0x,SOAPdenovo v. 2.04,1,,1,4063004,43.89085,4198,,,seawater,"isolated from the East China Sea for the production of inhibitory substances against Aquatic pathogens, whose antimicrobial peptides exhibited antibacterial activity not only against Gram-positive bacteria but also against Gram-negative bacteria, especially Vibrio parahaemolyticus",6/12/2017,China,"China: Shanghai, The East China Sea",,,,,,,,,,,,,,,,,,,,,,,,,"We have screened a B. subtilis strain H19 isolated from the East China Sea for the production of inhibitory substances against Aquatic pathogens, whose antimicrobial peptides exhibited antibacterial activity not only against Gram-positive bacteria but also against Gram-negative bacteria, especially Vibrio parahaemolyticus.However, in order to predict gene sequences encoding antimicrobial peptides and further explore the pathogenic mechanism of B. subtilis strain H19 against pathogens, it is necessary to have a deeper understanding of the genetic background of the strains.",sample_type:whole organism,99.6,98.6,,,,Good,2019-07-16T11:43:22.299Z,2019-07-16T11:43:22.299Z
1423.771,Bacillus subtilis strain PR10,,1423,Complete,PR10,,,,,,,,2019-05-27T00:00:00Z,,PRJNA540403,SAMN11535052,GCA_005849145.1,,CP040528,,Shandong Agricultural University,,PacBio; Illumina MiSeq,150.0x,CANU v. V1.6,1,,1,4073059,43.768013,4268,4101,,Tobacco rhizosphere soil,,11/1/2015,China,China:Hunan Province,,,,,,,,,,,,,,,,,,,,,,,,,"Bacillus subtilis PR10 was isolated from tobacco rhizosphere soil,and it can promote the growth of tobacco",sample_type:single cell,99.7,98.9,,,,Good,2019-07-16T11:50:49.446Z,2019-07-16T11:50:49.446Z
1423.772,Bacillus subtilis strain SEM-9,,1423,Complete,SEM-9,,,,,,,,2019-06-10T00:00:00Z,,PRJNA385219,SAMN06885112,GCA_006165085.1,,CP021123,,The Sericulture and Agri-Food Research Institute,,Illumina; PacBio,100.0x,SOAPdenovo v. 2017,1,,1,4121982,43.798637,4304,4140,,silkworm excrement,isolated from the silkworm excrement obtained from an aerobic compost,2015,,China,,,,,,,,,,,,,,,,,,,,,,,,,"Silkworm excrement is the main organic waste in silkworm production, and it is rich in nutrients and microbial flora. Bacillus subtilis SEM-9 Strain was isolated from the silkworm excrement obtained from an aerobic compost. The study showed that SEM-9 has a good function on antagonizing Fusarium. it will be play an important role in the prevention and cure of crop fusarium wilt.",sample_type:microbe,99.8,99,,,,Good,2019-07-16T11:47:09.047Z,2019-07-16T11:47:09.047Z
1423.798,Bacillus subtilis strain FDAARGOS_606 strain Not applicable,,1423,Complete,Not applicable,,,,MLST.Bacillus_subtilis.7,,FDA:FDAARGOS_606,,2019-06-19T00:00:00Z,,PRJNA231221,SAMN10346770,GCA_006364495.1,,CP041015,,US Food and Drug Administration,,Pacbio; Illumina,733.27x,canu v. 1.4,1,,1,4045619,43.939186,4212,4039,,,,,,,,,,,,,,,,,,host_disease_outcome:Not applicable;host_health_state:Not applicable;host_description:Not applicable;host_disease_stage:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.","collected_by:ZYMO RESEARCH<Smith, N. R. (USDA, Beltsville, MD)<Kellerman, K.",99.8,99,,,,Good,2019-09-30T01:43:18.629Z,2019-09-30T01:43:18.629Z
1423.842,Bacillus subtilis strain ms-2,,1423,Complete,ms-2,,,,MLST.Bacillus_subtilis.56,,,,2019-10-07T00:00:00Z,,PRJNA563138,SAMN12669139,GCA_008831405.1,,CP044498,,"Third Institute of Oceanography, Ministry of Natural Resources",,PacBio Sequel,100.0x,HGAP v. AUGUST-2019,1,,1,4126713,43.790543,4284,,,Mangrove habitat samples,,5/6/2017,China,China: Chiu-lung River,,,,,,,,,,,,,,,,,,,,,,,,,"Bacillus subtilis ms-2 chromosome, complete genome.",sample_type:Mangrove sediment,99.6,98.9,,,,Good,2019-10-27T20:28:01.297Z,2019-10-27T20:28:01.297Z
1423.843,Bacillus subtilis strain MSP1,,1423,Complete,MSP1,,,,,,,,2019-10-13T00:00:00Z,,PRJNA575631,SAMN12905683,GCA_009017455.1,,CP045006,,University of Rzeszow Technology,,Illumina MiSeq,370.0x,CLC Genomics Workbench v. 12,1,,1,4049437,43.670597,4243,4127,,in vitro culture medium after sterylization by autoclaving,,15-May-14,,Poland,,,,,,,,,,,,,,,,,,,,,,,,,Thermophilic Bacillus subtilis MSP1 - genome sequencing and assembly,"sample_type:bacterium;collected_by:Rzeszow University of Technology, Department of Biotechnology and Bioinformatics",99.8,98.7,,,,Good,2019-10-27T23:59:17.820Z,2019-10-27T23:59:17.820Z
1423.865,Bacillus subtilis strain JAAA,,1423,Complete,JAAA,,,,,,,,2019-10-28T00:00:00Z,,PRJNA578252,SAMN13053465,GCA_009363835.1,,"CP045425,CP045426",,"Graduate School at Shenzhen, Tsinghua University",,Illumina HiSeq,16.0x,SOAPdenovo v. 2.04,1,1,2,4230919,43.29102,4676,,,ENVO:01000301,,4/12/2017,China,China: Shenzhen,,,,water surface,,,,,,,,,,,,,,,,,,,,,JAAA the alga-associated bacterial isolates produce AHLs and exhibit various functions,,99.7,98.7,,,,Good,2019-11-25T07:34:35.918Z,2019-11-25T07:34:35.918Z
1423.868,Bacillus subtilis strain MENO2,,1423,Complete,MENO2,,,,MLST.Bacillus_subtilis.79,,,,2019-11-04T00:00:00Z,,PRJNA487139,SAMN09874175,GCA_009497795.1,,CP031783,,National research centre,,Illumina MiSeq,4083694.0x,CLC NGS Cell v. 10.01,1,,1,4083694,43.8261,4242,4080,,bee gut,,12/25/2015,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,Complete genome sequence of Bacillus subtilis MENO2 (bee gut isolate),sample_type:bee gut;specimen_voucher:National Research Centre,99.7,99.2,,,,Good,2019-11-25T13:24:00.164Z,2019-11-25T13:24:00.164Z
1423.869,Bacillus subtilis strain HMNig-2,,1423,Complete,HMNig-2,,,,,,,,2019-11-04T00:00:00Z,,PRJNA487145,SAMN09874192,GCA_009497815.1,,CP031784,,National research centre,,Illumina MiSeq,4178124.0x,CLC NGS Cell v. 10.01,1,,1,4178124,43.560795,4361,4191,,Honey,,2013,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,Complete genome sequence of Bacillus subtilis HMNig-2 (honey isolate),sample_type:bacteria,99.7,98.1,,,,Good,2019-11-25T13:24:38.070Z,2019-11-25T13:24:38.070Z
1423.873,Bacillus subtilis strain MB9_B4,,1423,Complete,MB9_B4,,,,,,,,2019-11-14T00:00:00Z,,PRJNA587401,SAMN13190554,GCA_009662155.1,,CP045819,,Technical University of Denmark,,Illumina MiSeq and Oxford Nanopore MinION,138x,SPAdes with Flye input v. SpaDES v.,1,,1,4105407,43.789837,4297,4108,,,,Oct-17,Denmark,Denmark:Birkeroed,,,,10 cm,,,,,,,,,,,,,,,,,,,,,"Bacillus subtilis is a plant benefiting soil-dwelling Gram-positive bacterium with secondary metabolite production potential. Here, we report the complete genomes of 14 B. subtilis strains isolated from different soil samples in Germany and Denmark",,99.7,98.5,,,,Good,2019-11-25T21:28:49.180Z,2019-11-25T21:28:49.180Z
